yaml_path	category_dir	primary_target	excluded_reason	id	name	original_name	medium_type	physical_state	target_organism_count	growth_metric_count	supported_growth_evidence_count	genome_id_count	variant_count	proposal_path	proposal_candidate_count	proposal_support_count	proposal_review_count	review_status	load_error
data/normalized_yaml/algae/Spirulina_Medium.yaml	algae	True		CultureMech:000232	spirulina_medium	Spirulina Medium	COMPLEX	LIQUID	1	1	1	0	1	workspace/reports/growth_evidence_proposals/Spirulina_Medium.yaml	2	0	2	applied_growth_evidence	
data/normalized_yaml/algae/TAP_Medium.yaml	algae	True		CultureMech:000233	tap_medium	TAP Medium	COMPLEX	LIQUID	2	3	3	0	2	workspace/reports/growth_evidence_proposals/TAP_Medium.yaml	2	0	2	applied_growth_evidence	
data/normalized_yaml/algae/Trebouxia_Medium.yaml	algae	True		CultureMech:000234	trebouxia_medium	Trebouxia Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Trebouxia_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Volvocacean_Medium.yaml	algae	True		CultureMech:000236	volvocacean_medium	Volvocacean Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Volvocacean_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/Volvox_Medium.yaml	algae	True		CultureMech:000238	volvox_medium	Volvox Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Volvox_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/WC+_Medium.yaml	algae	True		CultureMech:000239	wc_medium	WC+ Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/WC+_Medium.yaml	1	0	1	has_review_candidates	
data/normalized_yaml/algae/WC_Medium.yaml	algae	True		CultureMech:000240	wc_medium	WC Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/WC_Medium.yaml	1	0	1	has_review_candidates	
data/normalized_yaml/algae/Waris_Medium.yaml	algae	True		CultureMech:000242	waris_medium	Waris Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/Waris_Medium.yaml	0	0	0	reviewed_no_candidates	
data/normalized_yaml/algae/a_medium.yaml	algae	True		CultureMech:000022	a_medium	A+ Medium	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/a_medium.yaml	4	0	4	has_review_candidates	
data/normalized_yaml/algae/abm.yaml	algae	True		CultureMech:000040	abm	ABM	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/abm.yaml	3	0	3	has_review_candidates	
data/normalized_yaml/algae/ajs.yaml	algae	True		CultureMech:000041	ajs	AJS	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/ajs.yaml	2	0	2	has_review_candidates	
data/normalized_yaml/algae/ant.yaml	algae	True		CultureMech:000042	ant	ANT	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/ant.yaml	3	0	3	has_review_candidates	
data/normalized_yaml/algae/artificial_seawater.yaml	algae	True		CultureMech:000189	artificial_seawater	Artificial_Seawater	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/artificial_seawater.yaml	3	0	3	has_review_candidates	
data/normalized_yaml/algae/asw.yaml	algae	True		CultureMech:000050	asw	ASW	COMPLEX	LIQUID	0	0	0	0	0	workspace/reports/growth_evidence_proposals/asw.yaml	2	0	2	has_review_candidates	
